id,year,exclude,Film,Rotten Tomatoes,Audience Score,Story,Genre,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Profit,Proftitability
128,2010,,The Tourist,20,44,Pursuit,Action,67,210,278.34,100,178.34,278.34%
129,2010,,The Town,94,83,Rivalry,Crime,92.18,52.37,144.55,37,107.55,390.68%
130,2010,,The Twilight Saga: Eclipse,50,74,Monster Force,Drama,300.53,393.05,693.58,68,625.58,1019.97%
131,2010,,The Wolfman,33,38,Monster Force,Drama,61.98,77.81,139.79,150,-10.21,93.19%
132,2010,y,Tooth Fairy,16,46,Comedy,Comedy,60.02,52.34,112.36,48,64.36,234.08%
133,2010,,Toy Story 3,99,91,Rescue,Animation,415,648.16,1063.16,200,863.16,531.58%
134,2010,,Tron: Legacy,50,67,Fish Out Of Water,Action,148.21,143.2,291.41,170,121.41,171.42%
135,2010,,True Grit,96,86,Quest,Action,171,79,250.93,38,212.93,660.34%
136,2010,,Unstoppable,86,73,Rescue,Action,80.02,66,146.02,100,46.02,146.02%
137,2010,,Valentine's Day,17,54,Love,Comedy,110.49,106,216.49,52,164.49,416.33%
138,2010,,Vampires Suck,4,32,Comedy,Comedy,36.66,43.32,79.98,20,59.98,399.90%
139,2010,,Wall Street: Money Never Sleeps,54,43,Rivalry,Drama,52.47,78.16,130.63,70,60.63,186.61%
141,2010,,Why Did I Get Married Too?,27,67,Comedy,Comedy,60.09,0.58,60.67,20,40.67,303.35%
142,2010,,Winter's Bone,94,73,Quest,Drama,6.25,1.54,7.8,2,5.8,390.00%
143,2010,,Yogi Bear,14,36,Comedy,Comedy,100,101,201.58,80,121.58,251.98%
144,2010,,You Again,18,45,Comedy,Comedy,25.7,6.16,31.86,20,11.86,159.30%
145,2010,,You Will Meet a Tall Dark Stranger,43,35,Love,Comedy,3.24,23.42,26.66,22,4.66,121.18%
146,2010,,Youth in Revolt,68,52,Love,Comedy,15.28,4.34,19.62,18,1.62,109.00%
147,2011,,The Tree Of Life,84,61,Discovery,Drama,13.3,41,54.3,32,22.3,169.70%
148,2011,,Midnight in Paris,93,84,Love,Romance,56.18,83,139.18,17,122.18,818.69%
149,2011,,The Descendants,89,88,Discovery,Drama,24.54,?,24.54,20,4.54,122.71%
150,2011,,Harry Potter and the Deathly Hallows Part 2,96,92,Rivalry,Adventure,381.01,947.1,1328.11,125,1203.11,1062.49%
151,2011,,Twilight: Breaking Dawn,26,68,Love,Romance,260.8,374,634.8,110,524.8,577.09%
152,2011,,Transformers: Dark of the Moon,35,67,Quest,Action,352.39,770.81,1123.2,195,928.2,576.00%
153,2011,,The Hangover Part II,35,58,Comedy,Comedy,254.46,327,581.46,80,501.46,726.83%
154,2011,,Fast Five,78,83,Escape,Action,209.83,416.3,626.13,125,501.13,5.01
155,2011,,Pirates of the Caribbean: On Stranger Tides,34,61,Quest,Action,241.07,802.8,1043.87,250,793.87,417.55%
156,2011,,Captain America: The First Avenger,78,75,Metamorphosis,Action,176.65,191.75,368.4,140,228.4,263.15%
157,2011,,Thor,77,80,Monster Force,Action,181.03,267.48,448.51,150,298.51,299.01%
158,2011,,Cars 2,38,56,Fish Out Of Water,Animation,191.45,360.4,551.85,200,351.85,275.93%
159,2011,,Paranormal Activity 3,68,58,Monster Force,Horror,103.66,98.24,201.9,5,196.9,4037.94%
160,2011,,X-Men: First Class,87,88,Monster Force,Action,146.41,207.22,353.62,160,193.62,221.01%
161,2011,,Rise of the Planet of the Apes,83,87,Revenge,Action,176.7,304.52,481.23,93,388.23,517.45%
162,2011,,Green Lantern,27,48,Metamorphosis,Action,116.6,103.25,219.85,200,19.85,109.93%
163,2011,,Kung Fu Panda 2,82,80,Rivalry,Animation,165.25,497.78,663.02,150,513.02,442.02%
164,2011,,Super 8 ,82,78,Monster Force,Horror,127,132.71,259.71,50,209.71,519.43%
165,2011,,Hop,26,50,Fish Out Of Water,Animation,108.09,75.87,183.95,63,120.95,291.99%
166,2011,,The Smurfs,23,50,Fish Out Of Water,Animation,142.61,419.54,562.16,110,452.16,511.05%
167,2011,,Battle: Los Angeles,35,50,Monster Force,Action,83.55,128.27,211.82,70,141.82,302.60%
168,2011,,Bad Teacher,44,38,Comedy,Comedy,100.29,115.9,216.2,20,196.2,1080.98%
169,2011,,Immortals,36,59,Revenge,Action,80.49,102,182.49,75,107.49,243.31%
170,2011,,The Help,75,91,Maturation,Drama,169.22,30.1,199.32,25,174.32,797.30%
171,2011,,Rio,71,73,Quest,Animation,143.62,341.02,484.63,90,394.63,538.48%
172,2011,,Rango,88,69,Fish Out Of Water,Animation,123.26,121.9,245.15,135,110.15,181.60%
173,2011,,Cowboys and Aliens,44,50,Monster Force,Action,100.24,74.58,174.82,163,11.82,107.25%
174,2011,,The Green Hornet,44,47,Rivalry,Action,98.8,129,227.8,120,107.8,189.83%
175,2011,,Horrible Bosses,69,72,Revenge,Comedy,117.54,92.1,209.64,35,174.64,598.97%
176,2011,,Bridesmaids,90,77,Rivalry,Comedy,169.11,119.28,288.38,32.5,255.88,887.33%
178,2011,,Puss In Boots,83,76,Quest,Animation,142.09,142.3,284.39,130,154.39,218.76%
179,2011,,Just Go With It,19,63,Comedy,Romance,103.03,111.92,214.95,80,134.95,268.68%
180,2011,,The Muppets,97,87,Quest,Comedy,66.63,5.8,72.43,45,27.43,160.95%
181,2011,,Gnomeo and Juliet,56,52,Love,Animation,99.97,94,193.97,36,157.97,538.80%
182,2011,,Real Steel,58,81,Underdog,Action,83.61,186.2,269.81,110,159.81,245.28%
183,2011,,Diary of a Wimpy Kid 2: Rodrick Rules,47,63,Comedy,Comedy,52.7,19.72,72.42,21,51.42,344.84%
184,2011,,The Adjustment Bureau,72,67,Sacrifice,Thriller,62.5,65.37,127.87,50.2,77.67,254.72%
185,2011,,Jack and Jill,4,59,Comedy,Comedy,68.91,15,83.91,79,4.91,106.22%
186,2011,,Unknown,55,57,The Riddle,Thriller,63.69,67.1,130.79,30,100.79,435.95%
187,2011,,My Week with Marilyn,83,84,Love,Drama,5.31,2.95,8.26,10,-1.74,82.58%
188,2011,,Tower Heist,68,61,Revenge,Comedy,74.5,47,121.5,75,46.5,162.01%
189,2011,,Contagion,84,63,The Riddle,Thriller,75.64,59.8,135.44,60,75.44,225.74%
190,2011,,Limitless,69,73,Wretched Excess,Thriller,79.25,82.6,161.85,27,134.85,599.44%
191,2011,,Moneyball,95,89,Underdog,Drama,74.21,27.9,102.11,50,52.11,204.22%
192,2011,,No Strings Attached,49,57,Comedy,Comedy,70.6,77.1,147.7,25,122.7,590.80%
193,2011,,Friends With Benefits,71,68,Temptation,Romance,55.8,93.74,149.54,35,114.54,427.26%
194,2011,,"Crazy, Stupid, Love",78,81,Discovery,Romance,84.34,58.5,142.84,50,92.84,285.68%
195,2011,,Sucker Punch,23,48,Quest,Action,36.39,53.4,89.79,82,7.79,109.50%
196,2011,,I Am Number Four,32,57,Maturation,Thriller,55.1,89.4,144.5,60,84.5,240.83%
197,2011,,The Company Men,66,55,Discovery,Drama,4.4,0.4,4.8,15,-10.2,32.00%
198,2011,,The Dilemma,23,31,Comedy,Comedy,48.5,21.2,69.7,70,-0.3,99.57%
199,2011,,Water For Elephants,60,72,Love,Drama,58.71,58.39,117.09,38,79.09,308.14%
200,2011,,The Roommate,4,29,Monster Force,Horror,37.3,3.19,40.49,16,24.49,253.08%
201,2011,,Happy Feet 2,41,59,Journey And Return,Animation,57.31,49.2,106.51,135,-28.49,78.89%
202,2011,,J.Edgar,42,84,Wretched Excess,Drama,35.06,??,35.06,35,0.06,100.16%
203,2011,,Zookeeper,14,42,Comedy,Comedy,80.36,89.94,170.3,80,90.3,212.88%
204,2011,,Final Destination 5,61,56,Monster Force,Horror,42.59,115.3,157.89,40,117.89,394.72%
205,2011,,Scream 4,58,57,Monster Force,Horror,38.18,58.96,97.14,40,57.14,242.84%
206,2011,,Mr. Popper's Penguins,47,54,Discovery,Comedy,68.22,119.14,187.36,55,132.36,340.65%
207,2011,,Insidious,67,65,Monster Force,Horror,54.01,43,97.01,1.5,95.51,6467.27%
208,2011,,Dolphin Tale,84,81,Quest,Drama,71.08,16.86,87.95,37,50.95,237.69%
209,2011,,The Debt,76,70,Pursuit,Thriller,31.18,14.25,45.43,20,25.43,227.15%
210,2011,,Beastly,19,50,Metamorphosis,Romance,27.87,0.97,28.83,17,11.83,169.61%
211,2011,,Source Code,92,81,The Riddle,Thriller,54.71,68.57,123.28,32,91.28,385.24%
212,2011,,The Conspirator,56,65,Underdog,Drama,11.54,2.67,14.21,25,-10.79,56.84%
213,2011,,The Rite,20,43,Monster Force,Horror,33,63,96,37,59,259.46%
214,2011,,The Beaver,62,57,Transformation,Drama,0.97,5.4,6.37,21,-14.63,30.33%
215,2011,,Hanna,71,67,Quest,Action,40.26,23.52,63.78,30,33.78,212.60%
216,2011,,The Lincoln Lawyer,84,82,Fish Out Of Water,Drama,58.01,17,75.01,40,35.01,187.52%
217,2011,,Something Borrowed,14,49,Love,Romance,39.05,21.14,60.18,35,25.18,171.95%
218,2011,,Soul Surfer,46,79,Underdog,Drama,43.85,0.41,44.27,18,26.27,245.93%
219,2011,,The Ides of March,85,76,Transformation,Thriller,40.49,13.7,54.19,12.5,41.69,433.55%
220,2011,,Footloose,71,71,Transformation,Drama,51.16,10.9,62.05,24,38.05,258.55%
221,2011,,Paul,72,70,Comedy,Comedy,37.41,60.57,97.98,40,57.98,244.96%
222,2011,,The Change Up,24,53,Metamorphosis,Comedy,37.08,33.75,70.83,52,18.83,136.22%
223,2011,,Red Riding Hood,11,41,Monster Force,Horror,37.66,51.5,89.16,42,47.16,212.29%
224,2011,,30 Minutes or Less,43,48,Comedy,Comedy,37.05,3.49,40.55,28,12.55,144.81%
225,2011,,Hall Pass,35,44,Temptation,Comedy,45.06,38.1,83.16,36,47.16,231.00%
226,2011,,A Very Harold and Kumar Christmas,72,71,Comedy,Comedy,34.04,??,34.04,19,15.04,179.18%
227,2011,,Larry Crowne,34,46,Discovery,Drama,35.61,16.8,52.41,30,22.41,174.69%
228,2011,,The Mechanic,53,52,Revenge,Action,29.2,22,51.2,40,11.2,128.00%
229,2011,,Colombiana,28,55,Revenge,Action,36.67,24.3,60.97,40,20.97,152.41%
230,2011,,Drive,93,79,Rivalry,Thriller,34.68,32.33,67.01,15,52.01,446.71%
231,2011,,In Time,38,55,The Riddle,Thriller,36.49,90.9,127.39,40,87.39,318.48%
232,2011,,Anonymous,46,66,Tragedy,Drama,4.46,9.73,14.19,30,-15.81,47.30%
233,2011,,The Eagle,39,43,Quest,Action,19.49,7.63,27.12,25,2.12,108.48%
234,2011,,Season Of The Witch,10,32,Monster Force,Action,24.8,66.8,91.6,40,51.6,229.00%
235,2011,,Arthur,26,49,Sacrifice,Comedy,33.04,12.7,45.74,40,5.74,114.34%
236,2011,,Arthur Christmas,92,82,Journey And Return,Animation,33.7,57.5,91.2,150,-58.8,60.80%
237,2011,,Spy Kids: All The Time in the World,22,40,Quest,Action,38.54,35.54,74.08,27,47.08,274.37%
238,2011,,50/50,93,93,Discovery,Comedy,34.9,1.62,36.51,8,28.51,456.39%
239,2011,,Abduction,4,46,Maturation,Action,28.07,54,82.07,35,47.07,234.48%
240,2011,,Sanctum,30,39,Quest,Action,23.2,85.4,108.6,30,78.6,362.00%
241,2011,,Your Highness,26,36,Comedy,Comedy,21.6,3.26,24.86,49.9,-25.04,49.81%
242,2011,,Conan the Barbarian,22,34,Quest,Action,21.3,27.5,48.8,90,-41.2,54.22%
243,2011,,Winnie The Pooh,91,79,Quest,Animation,26.69,6.46,33.15,30,3.15,110.51%
244,2011,,Killer Elite,25,48,Rivalry,Action,25.12,27.84,52.96,70,-17.04,75.66%
245,2011,,Don't Be Afraid Of The Dark,59,37,Monster Force,Horror,24.05,7.5,31.55,25,6.55,126.18%
246,2011,,Dream House,7,38,The Riddle,Horror,21.3,17.2,38.5,50,-11.5,77.00%
247,2011,,Monte Carlo,38,50,Love,Romance,23.18,16.48,39.66,20,19.66,198.32%
248,2011,,Shark Night 3D,16,25,Escape,Horror,18.88,19.83,38.7,25,13.7,154.81%
249,2011,,Waiting For Forever,6,53,Love,Romance,0.03,?,0.03,5,-4.97,0.50%
250,2011,,One Day,37,54,Love,Romance,13.84,41.4,55.24,15,40.24,368.27%
251,2011,,The Three Musketeers,24,48,Rivalry,Action,20.25,111.9,132.15,75,57.15,176.20%
252,2011,,The Thing,36,52,Monster Force,Horror,16.93,10.5,27.43,38,-10.57,72.18%
253,2011,,Warrior,83,93,Rivalry,Action,13.66,9.4,23.06,25,-1.94,92.23%
254,2011,,Our Idiot Brother,68,79,Comedy,Comedy,24.82,??,24.82,5,19.82,496.32%
255,2011,,Apollo 18,23,31,Monster Force,Horror,17.69,7.88,25.56,5,20.56,511.24%
256,2011,,Fright Night,75,68,Rivalry,Horror,18.3,18.8,37.1,30,7.1,123.67%
257,2011,,Johnny English Reborn,38,55,Comedy,Comedy,8.31,149.63,157.94,45,112.94,350.98%
258,2011,,Drive Angry,45,38,Rescue,Action,10.72,18.21,28.93,45,-16.07,64.29%
259,2011,,The Rum Diary,50,48,Discovery,Drama,13.07,8.48,21.55,45,-23.45,47.89%
260,2011,,Priest,17,37,Monster Force,Action,29.14,49.17,78.31,60,18.31,130.51%
261,2011,,Mars Needs Moms,36,43,Rescue,Animation,21.39,17.6,38.99,150,-111.01,25.99%
262,2011,,What's Your Number,24,50,Transformation,Comedy,14.01,16.42,30.43,20,10.43,152.13%
263,2011,,Take Me Home Tonight,28,46,Discovery,Comedy,6.93,?,6.93,25,-18.07,27.71%
264,2011,,The Big Year,38,62,Transformation,Comedy,7.17,0.24,7.41,41,-33.59,18.07%
266,2011,,A Dangerous Method,79,89,Love,Drama,0.54,8.44,8.97,20,-11.03,44.86%
267,2011,,Take Shelter,92,85,Sacrifice,Drama,1.57,?,1.57,5,-3.43,31.46%
268,2011,,Beginners,84,80,Love,Comedy,5.79,8.39,14.18,3.2,10.98,443.19%
270,2011,,Another Earth,63,74,Temptation,Adventure,1.32,,1.32,0.2,1.12,660.50%
271,2011,,Margin Call,86,73,Sacrifice,Thriller,4.94,3.93,8.87,3.5,5.37,253.40%
272,2011,,Machine Gun Preacher,29,71,Transformation,Action,0.54,0.57,1.1,30,-28.9,3.68%
273,2011,,Hesher,54,68,Wretched Excess,Drama,0.38,??,0.38,7,-6.62,5.46%
274,2011,,Vanishing on 7th Street,52,62,Monster Force,Horror,0.02,1.05,1.07,10,-8.93,10.67%
275,2011,,Cedar Rapids,86,61,Maturation,Comedy,6.86,,6.86,10,-3.14,68.61%
276,2011,,The Son Of No One,18,61,Discovery,Thriller,0.03,?,0.03,15,-14.97,0.20%
277,2011,,Red State,57,59,Escape,Horror,1.1,?,1.1,4,-2.9,27.60%
278,2011,,Everything Must Go,74,53,Discovery,Drama,2.71,,2.71,5,-2.29,54.22%
279,2011,,Dylan Dog: Dead of Night,6,28,Monster Force,Horror,1.19,3.45,4.63,20,-15.37,23.17%
280,2011,,Trespass,11,24,Escape,Thriller,0.02,3.1,3.12,35,-31.88,8.93%
281,2007,,Juno,94,89,Maturation,Comedy,143.5,87.69,231.18,7.5,223.68,3082.46%
282,2007,,Saw IV,18,70,Escape,Horror,63.3,76.05,139.35,10,129.35,1393.53%
283,2007,,Waitress,89,67,Love,Romance,19.07,3.1,22.18,2,20.18,1108.97%
284,2007,,Superbad,88,87,Comedy,Comedy,121.46,48.41,169.87,20,149.87,849.36%
285,2007,,The Simpsons Movie,90,78,Maturation,Comedy,183.14,343.93,527.07,75,452.07,702.76%
286,2007,,300,60,90,Sacrifice,Action,210.61,245.45,456.07,65,391.07,701.64%
287,2007,,The Game Plan,27,75,Discovery,Comedy,90.64,57.23,147.87,22,125.87,672.13%
288,2007,,Knocked Up,91,83,Love,Comedy,148.77,70.23,219,33,186,663.64%
289,2007,,No Country for Old Men,95,84,Pursuit,Drama,74.28,86.72,161,25,136,644.00%
290,2007,,Harry Potter and the Order of the Phoenix,78,82,Quest,Adventure,292,647.88,939.88,150,789.88,626.59%
291,2007,,Disturbia,67,75,Pursuit,Thriller,80.21,37.55,117.76,20,97.76,588.80%
292,2007,,Hitman,15,61,Quest,Action,39.69,60.28,99.96,17.5,82.46,571.22%
293,2007,,Stomp the Yard,27,83,Maturation,Romance,61.36,14.15,75.51,14,61.51,539.37%
294,2007,,Alvin and the Chipmunks,26,73,Comedy,Animation,217.33,143.14,360.47,70,290.47,514.95%
295,2007,,P.S. I Love You,21,82,Love,Romance,53.7,99.4,153.09,30,123.09,510.31%
296,2007,,Shrek the Third,42,57,Quest,Animation,322.72,476.24,798.96,160,638.96,499.35%
297,2007,,Transformers,57,89,Monster Force,Action,319.25,389.03,708.27,150,558.27,472.18%
298,2007,,Epic Movie,2,38,Comedy,Comedy,39.74,47.13,86.87,20,66.87,434.33%
299,2007,,Premonition,8,55,The Riddle,Drama,47.85,36.14,84,20,64,419.98%
300,2007,,Ratatouille,97,84,Transformation,Animation,206.45,414.98,621.42,150,471.42,414.28%
301,2007,,The Bourne Ultimatum,93,91,Pursuit,Thriller,227.47,215.35,442.82,110,332.82,402.57%
302,2007,,Enchanted,93,80,Love,Comedy,127.81,212.68,340.49,85,255.49,400.57%
303,2007,,Sicko,93,87,Quest,Documentary,24.54,11.23,35.77,9,26.77,397.42%
304,2007,,Halloween,26,64,Pursuit,Horror,58.27,20.2,78.47,20,58.47,392.35%
305,2007,,I Am Legend,69,69,Quest,Thriller,256.39,327.76,584.16,150,434.16,389.44%
306,2007,,The Bucket List,41,81,Discovery,Drama,93.47,80.84,174.31,45,129.31,387.36%
307,2007,,Tyler Perry's Why Did I get Married,46,47,Love,Romance,55.2,0.66,55.86,15,40.86,372.42%
308,2007,,Michael Clayton,90,72,Transformation,Thriller,49.03,43.96,92.99,25,67.99,371.97%
309,2007,,Into the Wild,82,90,Quest,Drama,18.35,37.28,55.63,15,40.63,370.90%
310,2007,,Ocean's 13,70,74,Revenge,Thriller,117.15,194.16,311.31,85,226.31,366.25%
311,2007,,The Kite Runner,66,85,Maturation,Drama,15.8,57.39,73.19,20,53.19,365.97%
312,2007,,Music and Lyrics,63,70,Love,Romance,50.57,95.32,145.9,40,105.9,364.74%
313,2007,,Hostel: Part II,44,45,Escape,Horror,17.61,18.01,35.62,10,25.62,356.20%
314,2007,,National Treasure: Book of Secrets,31,72,The Riddle,Thriller,219.96,237.4,457.36,130,327.36,351.82%
315,2007,,Live Free or Die Hard,79,86,Rescue,Action,134.53,249,383.53,110,273.53,348.66%
316,2007,,Spider-Man 3,61,54,Metamorphosis,Action,336.53,554.34,890.87,258,632.87,345.30%
317,2007,,Smokin' Aces,27,64,Pursuit,Action,35.79,21.32,57.1,17,40.1,335.91%
318,2007,y,No Reservations,39,64,Love,Comedy,43.11,49.49,92.6,28,64.6,330.72%
319,2007,,Alien vs. Predator -- Requiem,14,37,Monster Force,Horror,41.8,87.09,128.88,40,88.88,322.21%
320,2007,,Pirates of the Caribbean: At World's End,45,74,Rescue,Action,309.42,651.58,961,300,661,320.33%
321,2007,,The Mist,72,64,Monster Force,Horror,25.59,31.24,56.83,18,38.83,315.72%
322,2007,,Sweeney Todd: The Demon Barber of Fleet Street,86,81,Revenge,Horror,52.9,99.63,152.52,50,102.52,305.05%
323,2007,,There Will Be Blood,91,84,Wretched Excess,Drama,40.22,35.96,76.18,25,51.18,304.73%
324,2007,,Daddy Day Camp,1,63,Comedy,Comedy,13.24,4.96,18.2,6,12.2,303.29%
325,2007,,Wild Hogs,14,72,Transformation,Comedy,168.27,85.35,253.63,90,163.63,281.81%
326,2007,,Mr. Magorium's Wonder Emporium,36,56,Transformation,Adventure,32.06,36.89,68.95,25,43.95,275.79%
327,2007,y,TMNT,33,63,Monster Force,Action,54.15,40.86,95.01,35,60.01,271.46%
328,2007,,Hairspray,92,84,Underdog,Comedy,118.87,83.68,202.55,75,127.55,270.06%
329,2007,,American Gangster,79,87,Pursuit,Thriller,130.16,137.74,267.9,100,167.9,267.90%
330,2007,,Norbit,9,56,Comedy,Comedy,95.67,63.64,159.31,60,99.31,265.52%
331,2007,,We Own the Night,55,63,Sacrifice,Drama,28.56,26.26,54.83,21,33.83,261.08%
332,2007,,The Hills Have Eyes 2,11,50,Monster Force,Horror,20.8,16.66,37.47,15,22.47,249.77%
333,2007,,Mr. Brooks,56,75,Temptation,Thriller,28.55,19.57,48.12,20,28.12,240.61%
334,2007,,Blades of Glory,69,66,Rivalry,Comedy,118.59,27.11,145.71,61,84.71,238.87%
335,2007,y,Good Luck Chuck,3,61,Love,Comedy,35.02,24.17,59.19,25,34.19,236.77%
336,2007,,The Nanny Diaries,33,52,Discovery,Comedy,25.93,21.07,47,20,27,235.00%
337,2007,,30 Days of Night,50,57,Monster Force,Horror,39.57,35.53,75.1,32,43.1,234.67%
338,2007,,Fantastic Four: Rise of the Silver Surfer,35,55,Monster Force,Action,131.92,157.13,289.05,130,159.05,222.34%
339,2007,,I Now Pronounce You Chuck and Larry,13,73,Comedy,Comedy,120.06,65.99,186.05,85,101.05,218.89%
340,2007,,The Heartbreak Kid,30,41,Love,Comedy,36.79,90.98,127.77,60,67.77,212.94%
341,2007,,Ghost Rider,28,56,Monster Force,Action,115.8,112.94,228.74,110,118.74,207.94%
342,2007,,The Golden Compass,42,55,Rescue,Action,70.11,302.13,372.23,180,192.23,206.80%
343,2007,,The Darjeeling Limited,67,79,Journey And Return,Drama,11.9,23.02,34.92,17.5,17.42,199.53%
344,2007,,License to Wed,8,55,Love,Comedy,43.8,25.51,69.31,35,34.31,198.02%
345,2007,,Stardust,76,86,Quest,Adventure,38.63,96.92,135.56,70,65.56,193.66%
346,2007,,Bee Movie,52,57,Journey And Return,Animation,126.63,160.49,287.12,150,137.12,191.42%
347,2007,,Vacancy,55,46,Pursuit,Comedy,19.36,15.94,35.3,19,16.3,185.79%
348,2007,,Rush Hour 3,20,68,Rescue,Action,140.13,117.9,258.02,140,118.02,184.30%
349,2007,y,Lions for Lambs,27,48,Quest,Drama,15,48.21,63.21,35,28.21,180.60%
350,2007,,In the Land of Women,43,72,Transformation,Comedy,11.05,6.51,17.56,10,7.56,175.62%
351,2007,,Surf's Up,78,64,Discovery,Animation,58.87,90.18,149.04,85,64.04,175.35%
352,2007,,Meet the Robinsons,66,75,Quest,Animation,97.82,71.51,169.33,100,69.33,169.33%
353,2007,,Charlie Wilson's War,82,73,Discovery,Biography,66.66,51.81,118.48,75,43.48,157.97%
354,2007,y,The Reaping,9,53,Quest,Horror,25.13,37.64,62.77,40,22.77,156.93%
355,2007,,Shooter,47,82,Pursuit,Action,47,48.69,95.7,61,34.7,156.88%
356,2007,,Nancy Drew,49,61,The Riddle,Thriller,25.61,5.05,30.67,20,10.67,153.33%
357,2007,,3:10 to Yuma,88,85,Sacrifice,Action,53.61,16.17,69.78,50,19.78,139.56%
358,2007,,Beowulf,71,52,Journey And Return,Action,82.2,114.07,196.26,150,46.26,130.84%
359,2007,,Zodiac,89,73,Pursuit,Thriller,33.08,51.71,84.79,65,19.79,130.44%
360,2007,y,Pathfinder: Legend of the Ghost Warrior,11,41,Rescue,Action,10.23,20.59,30.82,26,4.82,118.55%
361,2007,y,The Kingdom,52,78,Quest,Action,47.54,39.07,86.61,80,6.61,108.26%
362,2007,,Next,29,59,Pursuit,Thriller,18.21,55.33,73.54,70,3.54,105.06%
363,2007,y,The Brave One,43,65,Rivalry,Action,36.79,32.99,69.79,70,-0.21,99.70%
364,2007,,Evan Almighty,23,56,Comedy,Comedy,100.46,72.93,173.39,175,-1.61,99.08%
365,2007,,Dragon Wars (aka D-War),27,44,Monster Force,Action,10.98,63.27,74.25,75,-0.75,99.00%
366,2007,,Happily N'Ever After,4,43,Maturation,Animation,15.59,22.5,38.08,47,-8.92,81.03%
367,2007,,Shoot 'Em Up,67,66,Pursuit,Action,12.81,13.91,26.72,39,-12.28,68.51%
368,2007,,Across the Universe,54,84,Love,Romance,24.34,5.02,29.37,45,-15.63,65.26%
369,2007,,Walk Hard: The Dewey Cox Story,75,55,Comedy,Comedy,18.32,2.26,20.58,35,-14.42,58.79%
370,2007,,The Invasion,19,43,Monster Force,Thriller,15.07,25.1,40.17,80,-39.83,50.21%
371,2007,,Grindhouse,82,86,Pursuit,Action,25.04,0.38,25.42,53,-27.58,47.97%
372,2008,,"10,000 B.C.",9,44,Rescue,Adventure,94.78,175,269.1,105,164.1,2.56
373,2008,y,21,35,73,Quest,Crime,81.16,,157.9,35,122.9,4.51
374,2008,,27 Dresses,40,71,Love,Comedy,76.81,83.5,160.3,30,130.3,5.34
375,2008,y,88 Minutes,5,51,The Riddle,Drama,16.93,,32.3,30,2.3,1.08
376,2008,y,Appaloosa,77,55,Rescue,Action,20.07,,25.9,20,5.9,1.3
377,2008,,Australia,55,69,Fish Out Of Water,Adventure,46.69,161.8,129.4,78,51.4,1.66
378,2008,,Baby Mama,63,59,Discovery,Comedy,60.32,3.7,63.9,70,-6.1,0.91
379,2008,y,Babylon A.D.,7,32,Quest,Action,22.53,,70.6,45,25.6,1.57
380,2008,y,Bangkok Dangerous,9,33,Pursuit,Action,15.3,,39.4,45,-5.6,0.88
381,2008,y,"Be Kind, Rewind",65,57,Comedy,Comedy,11.18,,29.3,20,9.3,1.47
382,2008,,Bedtime Stories,25,63,Rivalry,Comedy,85.35,102.77,85.4,80,5.4,1.07
383,2008,,Beverly Hills Chihuahua,41,56,Journey And Return,Adventure,93.12,54.76,116,20,96,5.8
384,2008,,Body of Lies,53,65,Temptation,Action,39.19,75.7,17.5,67.5,-50,0.26
385,2008,,Bolt,89,76,Rescue,Animation,109.9,195.93,289.3,150,139.3,1.93
386,2008,,Burn After Reading,78,64,Comedy,Comedy,60.36,103.36,154.8,37,117.8,4.18
387,2008,y,Cadillac Records,67,64,Rags To Riches,Biography,8.14,,8.88,12,-3.12,0.74
388,2008,,Changeling,62,84,Quest,Drama,35.69,77.28,66.9,55,11.9,1.22
389,2008,,City of Ember,52,48,Escape,Adventure,7.84,3.94,11.78,38,-26.22,0.31
390,2008,,Cloverfield,77,67,Monster Force,Action,80.05,90.72,170.8,25,145.8,6.83
391,2008,y,College Road Trip,13,56,Comedy,Adventure,45.61,,51.5,140,-88.5,0.37
392,2008,,Death Race,42,69,Escape,Action,36.1,75.67,73.8,65,8.8,1.14
393,2008,,"Definitely, Maybe",71,72,Discovery,Comedy,32.01,23.2,55,7,48,7.86
394,2008,,Disaster Movie,2,28,Rescue,Comedy,14.19,20.62,34.5,20,14.5,1.73
395,2008,,Doomsday,48,47,Quest,Action,11.01,11.2,21.6,33,-11.4,0.65
396,2008,,Doubt,78,75,The Riddle,Drama,18.73,17.46,18.7,25,-6.3,0.75
397,2008,,Dr. Seuss' Horton Hears a Who!,79,75,Rescue,Animation,154.53,142.6,297,85,212,3.49
398,2008,,Drillbit Taylor,26,49,Comedy,Comedy,32.86,16.82,49.7,40,9.7,1.24
399,2008,,Eagle Eye,27,72,Pursuit,Action,101.18,76.62,175.9,80,95.9,2.2
400,2008,y,Expelled: No Intelligence Allowed,10,42,Comedy,Documentary,7.72,0,7.72,3.5,4.22,2.21
401,2008,,Fireproof,40,51,Love,Drama,33.45,0.02,33.45,0.5,32.95,66.9
402,2008,,First Sunday,13,59,Comedy,Comedy,37.93,0.87,38.8,13,25.8,2.98
403,2008,,Fly Me to the Moon,18,26,Journey And Return,Animation,12.42,27.9,32.6,25,7.6,1.3
404,2008,,Fool's Gold,11,53,Quest,Adventure,70.23,,110.6,72.5,38.1,1.53
405,2008,,Forgetting Sarah Marshall,85,75,Maturation,Comedy,62.93,42,104.8,30,74.8,3.49
406,2008,,Four Christmases,26,52,Love,Comedy,118.25,43.58,149.6,80,69.6,1.87
